YEAR_MONTH_DATE,CLUSTER,N_CLUSTER_MONTH,N_TOTAL_MONTH,CLUSTER_PROPORTION
2025-01-01,6,40,889,0.04499437570303712
2025-01-01,7,83,889,0.09336332958380203
2025-01-01,8,3,889,0.003374578177727784
2025-01-01,9,18,889,0.020247469066366704
2025-01-01,10,29,889,0.03262092238470191
2025-01-01,11,14,889,0.015748031496062992
2025-01-01,12,19,889,0.021372328458942633
2025-01-01,13,36,889,0.04049493813273341
2025-01-01,14,2,889,0.0022497187851518562
2025-02-01,0,17,721,0.023578363384188627
2025-02-01,1,142,721,0.19694868238557559
2025-02-01,2,134,721,0.18585298196948682
2025-02-01,3,183,721,0.2538141470180305
2025-02-01,4,25,721,0.03467406380027739
2025-02-01,5,55,721,0.07628294036061026
2025-02-01,6,30,721,0.04160887656033287
2025-02-01,7,47,721,0.0651872399445215
2025-02-01,8,1,721,0.0013869625520110957
2025-02-01,9,16,721,0.022191400832177532
2025-02-01,10,22,721,0.030513176144244106
2025-02-01,11,7,721,0.009708737864077669
2025-02-01,12,15,721,0.020804438280166437
2025-02-01,13,18,721,0.024965325936199722
2025-02-01,14,9,721,0.012482662968099861
2025-03-01,0,15,646,0.02321981424148607
2025-03-01,1,160,646,0.2476780185758514
2025-03-01,2,100,646,0.15479876160990713
2025-03-01,3,156,646,0.24148606811145512
2025-03-01,4,20,646,0.030959752321981424
2025-03-01,5,43,646,0.06656346749226007
2025-03-01,6,28,646,0.043343653250773995
2025-03-01,7,33,646,0.05108359133126935
2025-03-01,9,10,646,0.015479876160990712
2025-03-01,10,19,646,0.029411764705882353
2025-03-01,11,37,646,0.05727554179566564
2025-03-01,12,11,646,0.017027863777089782
2025-03-01,13,12,646,0.018575851393188854
2025-03-01,14,2,646,0.0030959752321981426
2025-04-01,0,14,590,0.023728813559322035
2025-04-01,1,116,590,0.19661016949152543
2025-04-01,2,89,590,0.15084745762711865
2025-04-01,3,134,590,0.2271186440677966
2025-04-01,4,26,590,0.04406779661016949
2025-04-01,5,60,590,0.1016949152542373
2025-04-01,6,21,590,0.03559322033898305
2025-04-01,7,58,590,0.09830508474576272
2025-04-01,8,3,590,0.005084745762711864
2025-04-01,10,23,590,0.03898305084745763
2025-04-01,11,17,590,0.0288135593220339
2025-04-01,12,4,590,0.006779661016949152
2025-04-01,13,18,590,0.030508474576271188
2025-04-01,14,7,590,0.011864406779661017
2025-05-01,0,26,523,0.0497131931166348
2025-05-01,1,97,523,0.18546845124282982
2025-05-01,2,82,523,0.15678776290630975
2025-05-01,3,127,523,0.24282982791587
2025-05-01,4,44,523,0.0841300191204589
2025-05-01,5,22,523,0.04206500956022945
2025-05-01,6,16,523,0.030592734225621414
2025-05-01,7,54,523,0.10325047801147227
2025-05-01,8,1,523,0.0019120458891013384
2025-05-01,10,11,523,0.021032504780114723
2025-05-01,11,14,523,0.02676864244741874
2025-05-01,12,15,523,0.028680688336520075
2025-05-01,13,10,523,0.019120458891013385
2025-05-01,14,4,523,0.0076481835564053535
2025-06-01,0,4,412,0.009708737864077669
2025-06-01,1,80,412,0.1941747572815534
2025-06-01,2,69,412,0.16747572815533981
2025-06-01,3,99,412,0.24029126213592233
2025-06-01,4,30,412,0.07281553398058252
2025-06-01,5,20,412,0.04854368932038835
2025-06-01,6,9,412,0.021844660194174758
2025-06-01,7,57,412,0.1383495145631068
2025-06-01,10,9,412,0.021844660194174758
2025-06-01,11,16,412,0.038834951456310676
2025-06-01,12,7,412,0.01699029126213592
2025-06-01,13,10,412,0.024271844660194174
2025-06-01,14,2,412,0.0048543689320388345
2025-07-01,0,4,256,0.015625
2025-07-01,1,70,256,0.2734375
2025-07-01,2,48,256,0.1875
2025-07-01,3,53,256,0.20703125
2025-07-01,4,12,256,0.046875
2025-07-01,5,16,256,0.0625
2025-07-01,6,2,256,0.0078125
2025-07-01,7,39,256,0.15234375
2025-07-01,10,3,256,0.01171875
2025-07-01,11,2,256,0.0078125
2025-07-01,12,4,256,0.015625
2025-07-01,13,1,256,0.00390625
2025-07-01,14,2,256,0.0078125
