feature,importance,feature_type
binary__HISTORY__mental_health,6.82009966669807e-05,structured
effect,6.806404356927551e-05,text
september,6.778584804783511e-05,text
vaccine given,6.746433947010096e-05,text
stomach,6.721883609418341e-05,text
cat__STATE_KY,6.715362821080756e-05,structured
long,6.708268617622916e-05,text
dose moderna,6.689050947477822e-05,text
positive test,6.66700820929772e-05,text
binary__HISTORY__musculoskeletal,6.64558316273963e-05,structured
vaccination patient,6.627147967543527e-05,text
twitching,6.627147967543008e-05,text
cat__STATE_IL,6.611024421063272e-05,structured
reporter comments,6.547950735689672e-05,text
tinnitus,6.547852351124596e-05,text
different,6.531179334318514e-05,text
sore throat,6.519014228928512e-05,text
reporter linked,6.415507865160274e-05,text
bump,6.409668550732609e-05,text
fell,6.387028694063387e-05,text
started taking,6.296618222449676e-05,text
vaccine batch,6.246324567565076e-05,text
decreased,6.222998449258078e-05,text
onset,6.180208779562779e-05,text
possible,6.0206062728702196e-05,text
diagnosed covid,5.945117283858298e-05,text
nd dose,5.8702234594482676e-05,text
provided parenthesis,5.781226059891468e-05,text
form feb,5.7812260598914154e-05,text
cat__STATE_MO,5.781226059891248e-05,structured
pyrexia,5.66206788068394e-05,text
elbow,5.6543410154491565e-05,text
detailed patient,5.57293885281592e-05,text
binary__OTHER_MEDS__thyroid_meds,5.3945275183921676e-05,structured
cat__STATE_AK,5.2003972160636995e-05,structured
oil,5.11161436987924e-05,text
suspect,5.103279303233693e-05,text
cat__YEAR_2024,5.099925918314887e-05,structured
like symptoms,5.0992330219034926e-05,text
adverse reaction,5.071681542518984e-05,text
headache fever,5.0692329975313975e-05,text
runny,5.064828562325943e-05,text
age time,5.064104918900092e-05,text
exhausted,5.059106381674921e-05,text
soreness,5.0484161000290736e-05,text
covid time,5.0476891886940484e-05,text
slightly,5.028693889975708e-05,text
really,5.0286201533177055e-05,text
frequency,5.0267409829150046e-05,text
date lot,5.0253396477777104e-05,text
problems,5.0207313697461835e-05,text
intramuscular administered,5.009414927418792e-05,text
cheeks,5.005922911523394e-05,text
arm dose,4.9886586104543625e-05,text
lung,4.9774493516380555e-05,text
left hand,4.97700766285656e-05,text
diabetes,4.9745906974778374e-05,text
anxiety,4.9694486545563654e-05,text
taste mouth,4.9646728803335355e-05,text
felt like,4.950871621460978e-05,text
stayed,4.945811860080962e-05,text
patient medical,4.944468389031822e-05,text
headache patient,4.94423880233607e-05,text
stool,4.935020802633429e-05,text
notified,4.9337765461473814e-05,text
checked,4.931871483828067e-05,text
broke hives,4.923930622063154e-05,text
clear,4.909938272173311e-05,text
recovering,4.9022302705150746e-05,text
caller,4.9007327008194286e-05,text
rest,4.892644857576161e-05,text
beginning,4.8880467130154876e-05,text
family member,4.883722499861539e-05,text
paramedics,4.883687836779668e-05,text
migraine,4.880993328772339e-05,text
day went,4.8809780065129393e-05,text
reflux,4.8739246222390094e-05,text
low,4.870138840462441e-05,text
recovered described,4.866886515937511e-05,text
taking,4.860833326537493e-05,text
sars-cov,4.8298574588428273e-05,text
cat__STATE_PA,4.829074012253062e-05,structured
bad,4.819475713756222e-05,text
pain injection,4.8111413016786984e-05,text
arm swollen,4.808761062346156e-05,text
condition,4.7843580730156965e-05,text
couple,4.763337547908006e-05,text
thinner,4.755618473077432e-05,text
redness,4.7418915003446233e-05,text
diagnosed,4.727985872479806e-05,text
form,4.709596201412734e-05,text
im,4.703125505384458e-05,text
review appropriate,4.701723897607506e-05,text
shots,4.6997599320988925e-05,text
shoulders,4.6879241322045534e-05,text
june,4.650997207319472e-05,text
dose vaccine,4.6316434765602895e-05,text
cat__MONTH_9,4.605806301397908e-05,structured
covid recovered,4.5158569486461945e-05,text
pains,4.498796584568628e-05,text
medication provided,4.487320918997453e-05,text
water,4.4855319527588873e-05,text
right hand,4.469226683942237e-05,text
obtained,4.442628829179671e-05,text
binary__ONSET_INTERVAL_MISSING,4.4426288291795226e-05,structured
intramuscular,4.442628829179509e-05,text
encouraged,4.442628829179487e-05,text
binary__PRIOR_VAX__prior_covid_vax,4.4183977141386e-05,structured
increased,4.2938028509653535e-05,text
chest tightness,4.293802850965249e-05,text
form apr,4.293802850965147e-05,text
included body,4.110771425133226e-05,text
swollen lymph,4.018984856102687e-05,text
breath chest,2.5844049595254483e-05,text
arms,2.582662828575915e-05,text
weeks ago,2.580980999791572e-05,text
resolved concomitant,2.577068597211178e-05,text
cat__STATE_UT,2.575575861347254e-05,structured
left face,2.5735971345059155e-05,text
decided,2.571866639582558e-05,text
causing,2.5708746785798143e-05,text
packs,2.5698982222947183e-05,text
ran,2.5693672267347648e-05,text
arm hurt,2.5688042893537028e-05,text
article,2.5641555951241726e-05,text
pruritus itching,2.5626954346115292e-05,text
pharmacy,2.5579159650206473e-05,text
given patient,2.555256194110438e-05,text
really bad,2.5529562713857192e-05,text
incorrect,2.550919630432015e-05,text
st,2.5508010446019226e-05,text
patient taking,2.5486322900354627e-05,text
rapid heart,2.5486322900354448e-05,text
blood clot,2.5486322900354448e-05,text
started day,2.5460449247378542e-05,text
range,2.5449467755039732e-05,text
progressively,2.543094361074256e-05,text
number intramuscularly,2.5369115536230093e-05,text
disorder,2.5357477848207124e-05,text
lower extremities,2.5357477848206836e-05,text
doctor office,2.5340350572214692e-05,text
fluids,2.5337094186317228e-05,text
provider,2.5324720341297716e-05,text
hot,2.5318404066113492e-05,text
erythema,2.5310947503088873e-05,text
sweating,2.530815919429341e-05,text
cat__YEAR_2025,2.525533600226279e-05,structured
extremities,2.518769736408632e-05,text
metal,2.5129056536766513e-05,text
vaccine resolved,2.50984716957853e-05,text
coming,2.5036170287058047e-05,text
antibiotic,2.4914254996629764e-05,text
dose date,2.48986899667617e-05,text
family,2.4854866839706453e-05,text
binary__MULTI_DOSE,2.485486683969077e-05,structured
site reaction,2.4854866839690532e-05,text
slept day,2.4854866839690386e-05,text
like illness,2.4810524365231484e-05,text
asymptomatic,2.47800979037335e-05,text
repeat,2.4659357419141696e-05,text
aspirin,2.465935741914021e-05,text
indication apr,2.4659357419140182e-05,text
observation period,2.4659357419140182e-05,text
stated feeling,2.4659357419140148e-05,text
medications provided,2.4659357419140148e-05,text
shaking,2.464552936944792e-05,text
cat__STATE_ID,2.4587506021531823e-05,structured
feet,2.4371793105564734e-05,text
hcp,2.4371793105564734e-05,text
cat__STATE_FL,2.4371793105564734e-05,structured
wrist,2.4371793105564734e-05,text
information expected,2.4371793105564734e-05,text
info,2.4371793105564734e-05,text
includes,2.4371793105564734e-05,text
ranges provided,2.4371793105564734e-05,text
placed,2.4371793105564734e-05,text
vaccine solution,2.4371793105564734e-05,text
pfizer sponsored,2.437179310556466e-05,text
fever body,2.4371793105564588e-05,text
august,2.435069420231178e-05,text
md,2.422028446565829e-05,text
receiving st,2.4063378836017176e-05,text
covid symptoms,2.402301238555341e-05,text
discomfort,2.3873737941514986e-05,text
leg pain,2.3869791305231757e-05,text
right lower,2.373666761721086e-05,text
daughter,2.3672521039066154e-05,text
determined,2.3344499378617202e-05,text
burning sensation,2.3198630537787887e-05,text
tiredness,2.2952331140023645e-05,text
severe pain,2.2659982287737706e-05,text
pain received,2.243660459498712e-05,text
days later,2.1686269908406005e-05,text
cat__STATE_OH,2.1686269908405954e-05,structured
binary__OTHER_MEDS__anticoagulant,2.7035901897387645e-06,structured
patient vaccinated,2.1785721864009438e-06,text
headed,2.6414993735452614e-16,text
staff,2.452447311365571e-16,text
late,3.184677454470081e-17,text
started getting,2.829675063979912e-17,text
feb,1.8872162693156033e-17,text
history experienced,1.7714202649711776e-17,text
vision,1.7671102399955786e-17,text
covid described,1.653325580639766e-17,text
difficult,1.5916922234887005e-17,text
half,1.413688191996463e-17,text
specific,1.413688191996463e-17,text
dose pfizer,1.238988512985518e-17,text
drinking,1.2384138429887714e-17,text
make,1.179510168322252e-17,text
moderna booster,1.0611281489924672e-17,text
attempts possible,1.0306706391649009e-17,text
erythematous,1.0038048168170007e-17,text
bnt pfizer-biontech,9.424587946643087e-18,text
unbearable,8.835551199977894e-18,text
site days,8.835551199977894e-18,text
vaccinations,7.362959333314913e-18,text
including,7.362959333314913e-18,text
groin,7.362959333314913e-18,text
cat__STATE_NV,5.603032468278664e-18,structured
day patient,4.788437747890469e-18,text
limits,4.1117638267214195e-18,text
extreme fatigue,3.844542278234283e-18,text
section,3.7755818786246914e-18,text
indications,3.551460579893553e-18,text
left upper,3.551460579893553e-18,text
packaging,3.4738801303327894e-18,text
product,2.930816983407301e-18,text
vaccine administration,2.6506653599933683e-18,text
provided treatment,2.367640386595702e-18,text
agency,2.367640386595702e-18,text
route unspecified,2.367640386595702e-18,text
patient developed,2.367640386595702e-18,text
zyrtec,2.241212987311471e-18,text
end,2.0616286133281754e-18,text
pharmacist,2.0616286133281754e-18,text
calcium,1.8461273645482267e-18,text
applicable patient,1.8446906895563602e-18,text
drug ineffective,1.8102104897515687e-18,text
symptoms improved,1.7757302899467765e-18,text
oral,1.7757302899467765e-18,text
minutes patient,1.7757302899467765e-18,text
sep dose,1.7757302899467765e-18,text
aching,1.494141991540977e-18,text
following information,1.465408491703651e-18,text
upper,1.465408491703651e-18,text
january,1.465408491703651e-18,text
completed,1.465408491703651e-18,text
fourth dose,1.2642739928423652e-18,text
received patient,1.218158449016359e-18,text
unable sleep,1.178073493330386e-18,text
parenthesis,1.0746328939160103e-18,text
sent home,1.0344059941437534e-18,text
indication feb,8.734983950547259e-19,text
vitamin,8.217780953475374e-19,text
fluticasone propionate,8.217780953475374e-19,text
date dose,7.614377456891517e-19,text
vial,6.594338212666428e-19,text
vaccine patient,6.090792245081795e-19,text
medications weeks,5.861633966814602e-19,text
started feeling,5.861633966814602e-19,text
flare,5.861633966814602e-19,text
requested follow-up,5.861633966814602e-19,text
friday,5.746699967465296e-19,text
mar patient,5.689232967790643e-19,text
joint pain,5.028362471532134e-19,text
symptoms patient,4.626093473809564e-19,text
abuse,4.482425974622931e-19,text
osteoarthritis,4.453692474785604e-19,text
changed,4.424958974948279e-19,text
lot batch,4.396225475110952e-19,text
vaccination concomitant,4.396225475110952e-19,text
forehead,4.396225475110952e-19,text
double,4.396225475110952e-19,text
binary__CUR_ILL__metabolic_endocrine,4.2238244760869934e-19,structured
time covid,4.195090976249674e-19,text
administration,3.8071887284457596e-19,text
muscle aches,3.749721728771113e-19,text
cap,3.519853730072495e-19,text
feels,3.4480199804791845e-19,text
dr,3.103217982431266e-19,text
finally,3.1032179824312644e-19,text
post vaccination,2.930816983407303e-19,text
experienced nausea,2.873349983732652e-19,text
tuesday,2.873349983732651e-19,text
unspecified ongoing,2.873349983732648e-19,text
leg,2.6291152351153776e-19,text
extremity,2.4998144858474047e-19,text
route admin,2.370513736579438e-19,text
arm felt,2.2412129873114657e-19,text
jaw,2.2268462373928026e-19,text
study,2.155012487799486e-19,text
delayed,2.155012487799486e-19,text
oropharyngeal,1.3792079921916721e-19,text
bilateral,1.0344059941437533e-19,text
tablets,8.620049951197946e-20,text
site redness,6.465037463398459e-20,text
cat__MONTH_11,4.74102747315887e-20,structured
wanted,4.74102747315887e-20,text
causality event,4.310024975598973e-20,text
went away,4.310024975598973e-20,text
events occurred,4.310024975598973e-20,text
completed information,4.310024975598973e-20,text
arm sore,4.310024975598973e-20,text
immunisation,4.310024975598973e-20,text
reasonable,0.0,text
ready,0.0,text
appropriate action,0.0,text
received contains,0.0,text
realized,0.0,text
rebound,0.0,text
recall,0.0,text
reading,0.0,text
real,0.0,text
appropriate section,0.0,text
receive treatment,0.0,text
received contactable,0.0,text
approximately hours,0.0,text
approximately days,0.0,text
receive vaccine,0.0,text
receive vaccines,0.0,text
approx,0.0,text
received adverse,0.0,text
really sick,0.0,text
approx hours,0.0,text
reassessed,0.0,text
received consumer,0.0,text
reason,0.0,text
approved,0.0,text
receive,0.0,text
receipt,0.0,text
received doses,0.0,text
really tired,0.0,text
received booster,0.0,text
reasonable possibility,0.0,text
received planned,0.0,text
received events,0.0,text
received expired,0.0,text
recent covid,0.0,text
recent follow-up,0.0,text
recently,0.0,text
rechallenge,0.0,text
rechallenge applicable,0.0,text
recieved,0.0,text
recommend,0.0,text
recommendation,0.0,text
recommendations,0.0,text
recommended,0.0,text
record,0.0,text
recorded,0.0,text
recordings,0.0,text
recordings taken,0.0,text
records,0.0,text
appearance,0.0,text
recovered apr,0.0,text
recovered date,0.0,text
appear,0.0,text
recovered events,0.0,text
apnea,0.0,text
recovered mar,0.0,text
recovered sequelae,0.0,text
recovered time,0.0,text
recovered unspecified,0.0,text
apixaban,0.0,text
recovering described,0.0,text
appeared,0.0,text
appendicitis,0.0,text
receiving vaccination,0.0,text
received st,0.0,text
received fourth,0.0,text
received ml,0.0,text
received moderna,0.0,text
received mrna,0.0,text
received nd,0.0,text
received non-contactable,0.0,text
received pfizer,0.0,text
reactions products,0.0,text
received reference,0.0,text
appropriate,0.0,text
received sender,0.0,text
received shot,0.0,text
received treatment,0.0,text
appetite,0.0,text
applied,0.0,text
received vaccine,0.0,text
received vaccines,0.0,text
received weeks,0.0,text
receiving booster,0.0,text
applicable,0.0,text
receiving dose,0.0,text
receiving moderna,0.0,text
receiving nd,0.0,text
receiving pfizer,0.0,text
receiving second,0.0,text
receiving shot,0.0,text
approximately minutes,0.0,text
covid event,0.0,text
reactions,0.0,text
pt states,0.0,text
pruritic,0.0,text
pruritus,0.0,text
pruritus itchiness,0.0,text
apr received,0.0,text
pruritus itchy,0.0,text
psoriasis,0.0,text
psoriatic,0.0,text
psoriatic arthritis,0.0,text
apr prophylactic,0.0,text
pt given,0.0,text
pt received,0.0,text
pt reports,0.0,text
apr pm,0.0,text
public,0.0,text
apr subject,0.0,text
puffy,0.0,text
pulled,0.0,text
pulmonary,0.0,text
pulmonary disease,0.0,text
pulmonary embolism,0.0,text
apr patient,0.0,text
pulse ox,0.0,text
puncture,0.0,text
punctured,0.0,text
punctured right,0.0,text
purple,0.0,text
putting,0.0,text
apr lot,0.0,text
apr recovered,0.0,text
april th,0.0,text
approximately months,0.0,text
arm action,0.0,text
promptly notified,0.0,text
pronounced,0.0,text
properly,0.0,text
prophylactic,0.0,text
prophylactic vaccination,0.0,text
prophylaxis,0.0,text
prophylaxis covid,0.0,text
prophylaxis medical,0.0,text
arm administration,0.0,text
propionate,0.0,text
prostate,0.0,text
protect,0.0,text
protein,0.0,text
provide,0.0,text
provided requested,0.0,text
provide causality,0.0,text
areas,0.0,text
provided action,0.0,text
provided concomitant,0.0,text
provided expired,0.0,text
provided linked,0.0,text
provided mrna,0.0,text
area injection,0.0,text
provided patient,0.0,text
provided received,0.0,text
provided recent,0.0,text
provided relevant,0.0,text
provided reporter,0.0,text
pyrexia fever,0.0,text
pyrexia low,0.0,text
pyrexia non,0.0,text
rash red,0.0,text
rash arm,0.0,text
rash arms,0.0,text
rash body,0.0,text
rash chest,0.0,text
rash erythematous,0.0,text
rash face,0.0,text
rash hives,0.0,text
rash injection,0.0,text
rash itchy,0.0,text
rash left,0.0,text
rash neck,0.0,text
rash pruritic,0.0,text
rash rash,0.0,text
rash right,0.0,text
qualifiers,0.0,text
rash started,0.0,text
rashes,0.0,text
approximately temperature,0.0,text
rate increased,0.0,text
recovering follow-up,0.0,text
rd day,0.0,text
rd dose,0.0,text
reach,0.0,text
reached,0.0,text
approximately pm,0.0,text
reaction covid,0.0,text
reaction known,0.0,text
reaction patient,0.0,text
rash appeared,0.0,text
approximately weeks,0.0,text
rare,0.0,text
rapid test,0.0,text
qualifiers provided,0.0,text
quality,0.0,text
quality complaint,0.0,text
quality group,0.0,text
quality product,0.0,text
quarter,0.0,text
question,0.0,text
apr follow-up,0.0,text
quickly,0.0,text
quite,0.0,text
ra,0.0,text
race,0.0,text
racing,0.0,text
racing heart,0.0,text
radiating,0.0,text
radiation,0.0,text
raise,0.0,text
apr dose,0.0,text
raised red,0.0,text
apr described,0.0,text
random,0.0,text
apr batch,0.0,text
range motion,0.0,text
ranges,0.0,text
apr apr,0.0,text
apr age,0.0,text
appt,0.0,text
rd,0.0,text
red raised,0.0,text
recovering time,0.0,text
right hip,0.0,text
rib,0.0,text
ribs,0.0,text
allergist,0.0,text
right administration,0.0,text
allergies sulfa,0.0,text
right away,0.0,text
right breast,0.0,text
right deltoid,0.0,text
right ear,0.0,text
right eye,0.0,text
right face,0.0,text
right foot,0.0,text
allergies prior,0.0,text
right knee,0.0,text
rhinorrhoea,0.0,text
right leg,0.0,text
allergies penicillin,0.0,text
right neck,0.0,text
right shoulder,0.0,text
right upper,0.0,text
allergies patient,0.0,text
ringing,0.0,text
ringing ears,0.0,text
risankizumab,0.0,text
allergies medications,0.0,text
risk profile,0.0,text
ritonavir,0.0,text
ritonavir paxlovid,0.0,text
rhythm,0.0,text
rheumatologist,0.0,text
role,0.0,text
resulting,0.0,text
response events,0.0,text
response promptly,0.0,text
responsive,0.0,text
altered,0.0,text
rested,0.0,text
resting,0.0,text
restless,0.0,text
alopecia,0.0,text
result doctor,0.0,text
result drug,0.0,text
allow contact,0.0,text
result events,0.0,text
result vaccination,0.0,text
allow,0.0,text
rheumatoid arthritis,0.0,text
results normal,0.0,text
retrospective,0.0,text
retrospective clean-up,0.0,text
return,0.0,text
allergy unspecified,0.0,text
returned normal,0.0,text
revaccination,0.0,text
allergy patient,0.0,text
review,0.0,text
review analysis,0.0,text
allergy concomitant,0.0,text
reviewed,0.0,text
rheumatoid,0.0,text
rn,0.0,text
role suspect,0.0,text
altered mental,0.0,text
scientific,0.0,text
air,0.0,text
say,0.0,text
saying,0.0,text
says,0.0,text
scale,0.0,text
scalp,0.0,text
scan,0.0,text
scared,0.0,text
schedule,0.0,text
schedule product,0.0,text
schedule vaccine,0.0,text
scheduled,0.0,text
school,0.0,text
scientific plausibility,0.0,text
saturation,0.0,text
sclerosis,0.0,text
scratch,0.0,text
scratchy,0.0,text
scratchy throat,0.0,text
seasonal,0.0,text
seasonal allergies,0.0,text
seated,0.0,text
agreed,0.0,text
second booster,0.0,text
ago patient,0.0,text
second day,0.0,text
aggregate data,0.0,text
second moderna,0.0,text
airway,0.0,text
sats,0.0,text
allergies concomitant,0.0,text
alert oriented,0.0,text
roughly,0.0,text
round,0.0,text
allergic reaction,0.0,text
allegra,0.0,text
route dosage,0.0,text
route milliliter,0.0,text
aleve,0.0,text
routine,0.0,text
rr,0.0,text
rt,0.0,text
rule,0.0,text
ruled,0.0,text
run,0.0,text
alcohol,0.0,text
sat,0.0,text
runny nose,0.0,text
rx,0.0,text
safe,0.0,text
safety,0.0,text
safety concern,0.0,text
safety evaluation,0.0,text
safety profile,0.0,text
albuterol,0.0,text
said felt,0.0,text
salbutamol,0.0,text
saline,0.0,text
aki,0.0,text
sars-cov test,0.0,text
response event,0.0,text
amlodipine,0.0,text
recovery,0.0,text
related causality,0.0,text
refrozen,0.0,text
antihistamine,0.0,text
regained,0.0,text
regarding,0.0,text
regarding events,0.0,text
regimen,0.0,text
region,0.0,text
antigen test,0.0,text
regular,0.0,text
regulatory,0.0,text
regulatory authorities,0.0,text
antigen,0.0,text
antibody test,0.0,text
related vaccine,0.0,text
refrigerator,0.0,text
antibody,0.0,text
relationship excluded,0.0,text
relationship mrna,0.0,text
relationship unlabeled,0.0,text
release,0.0,text
antibodies,0.0,text
antibiotics,0.0,text
anti,0.0,text
relevant history,0.0,text
relevant laboratory,0.0,text
relevant medical,0.0,text
relief,0.0,text
relieve,0.0,text
refrigerator jun,0.0,text
refrigeration,0.0,text
anterior,0.0,text
red spot,0.0,text
recurrence,0.0,text
recurrent,0.0,text
apart,0.0,text
red area,0.0,text
red arm,0.0,text
red blood,0.0,text
red bumps,0.0,text
red circle,0.0,text
red hot,0.0,text
red injection,0.0,text
red itchy,0.0,text
arm age,0.0,text
aortic,0.0,text
red spots,0.0,text
refrigerated,0.0,text
red swollen,0.0,text
red vaccination,0.0,text
red warm,0.0,text
anymore,0.0,text
anxious,0.0,text
redness swelling,0.0,text
reduce,0.0,text
reduced,0.0,text
reference,0.0,text
reference entered,0.0,text
antiviral,0.0,text
refers,0.0,text
antihistamines,0.0,text
relieved,0.0,text
remained,0.0,text
respiratory failure,0.0,text
resolved action,0.0,text
requested concomitant,0.0,text
anatomical location,0.0,text
anatomical,0.0,text
requested submitted,0.0,text
require,0.0,text
anaphylaxis,0.0,text
required physician,0.0,text
requirements,0.0,text
requiring,0.0,text
resident,0.0,text
resolution,0.0,text
anaphylactic reaction,0.0,text
anaphylactic,0.0,text
analysis aggregate,0.0,text
request batch,0.0,text
resolved diagnostic,0.0,text
resolved hours,0.0,text
resolved jan,0.0,text
resolved mrna,0.0,text
resolved patient,0.0,text
resolved provided,0.0,text
resolved time,0.0,text
resolving,0.0,text
resonance,0.0,text
resonance imaging,0.0,text
analysis,0.0,text
amoxicillin,0.0,text
respiratory distress,0.0,text
anemia,0.0,text
request,0.0,text
remained unchanged,0.0,text
ankle,0.0,text
remaining,0.0,text
remains,0.0,text
remdesivir,0.0,text
remember,0.0,text
removed,0.0,text
renal,0.0,text
answer,0.0,text
repeat dose,0.0,text
anosmia,0.0,text
replacement,0.0,text
reportedly,0.0,text
ankles,0.0,text
reporter causality,0.0,text
reporter concomitant,0.0,text
representative concerned,0.0,text
reporter considered,0.0,text
reporter consumer,0.0,text
reporter did,0.0,text
reporter drug,0.0,text
reporter hcp,0.0,text
angioedema,0.0,text
reporter patient,0.0,text
reporter stated,0.0,text
reporter treatment,0.0,text
reporting,0.0,text
aneurysm,0.0,text
reports feeling,0.0,text
representative,0.0,text
promptly,0.0,text
productive,0.0,text
progressive,0.0,text
paracetamol tylenol,0.0,text
painful touch,0.0,text
asthenia,0.0,text
pale,0.0,text
palm,0.0,text
palms,0.0,text
palpitation,0.0,text
association use,0.0,text
association events,0.0,text
panel,0.0,text
panic,0.0,text
panic attack,0.0,text
pantoprazole,0.0,text
paracetamol,0.0,text
paraesthesia,0.0,text
pain year-old,0.0,text
paraesthesia tingling,0.0,text
paralysis,0.0,text
paralyzed,0.0,text
association,0.0,text
parent,0.0,text
associated event,0.0,text
associated,0.0,text
partial,0.0,text
partner,0.0,text
parts,0.0,text
parts body,0.0,text
pass,0.0,text
assisted,0.0,text
asthenia weak,0.0,text
pain went,0.0,text
pain head,0.0,text
pain pain,0.0,text
ate,0.0,text
pain interference,0.0,text
pain joint,0.0,text
pain joints,0.0,text
pain lasted,0.0,text
asthma unspecified,0.0,text
pain legs,0.0,text
pain like,0.0,text
pain lower,0.0,text
pain muscle,0.0,text
pain nausea,0.0,text
pain neck,0.0,text
pain non,0.0,text
pain patient,0.0,text
pain vaccination,0.0,text
asthenia weakness,0.0,text
pain resolved,0.0,text
pain right,0.0,text
pain severe,0.0,text
pain shortness,0.0,text
pain shoulder,0.0,text
pain site,0.0,text
pain sore,0.0,text
pain soreness,0.0,text
pain started,0.0,text
pain swelling,0.0,text
pain time,0.0,text
pain upper,0.0,text
passing,0.0,text
assistance,0.0,text
past adverse,0.0,text
patient female,0.0,text
assessment plan,0.0,text
patient didn,0.0,text
patient different,0.0,text
patient does,0.0,text
patient dose,0.0,text
patient drug,0.0,text
patient enrolled,0.0,text
assessment ongoing,0.0,text
patient experiencing,0.0,text
patient fainted,0.0,text
patient family,0.0,text
patient feeling,0.0,text
patient felt,0.0,text
patient gender,0.0,text
past days,0.0,text
assessment,0.0,text
assessed non,0.0,text
patient having,0.0,text
patient height,0.0,text
patient history,0.0,text
patient home,0.0,text
patient inappropriate,0.0,text
patient just,0.0,text
patient known,0.0,text
patient left,0.0,text
patient link,0.0,text
patient male,0.0,text
asleep,0.0,text
patient diagnosed,0.0,text
assessment provided,0.0,text
patient describes,0.0,text
patient denies,0.0,text
past drug,0.0,text
past medical,0.0,text
past use,0.0,text
patch,0.0,text
patches,0.0,text
assessments treatment,0.0,text
patient able,0.0,text
patient administered,0.0,text
patient adverse,0.0,text
patient advised,0.0,text
patient age,0.0,text
patient allergic,0.0,text
patient allergies,0.0,text
patient arm,0.0,text
assessments provided,0.0,text
patient began,0.0,text
patient blood,0.0,text
assessments patient,0.0,text
patient came,0.0,text
patient company,0.0,text
patient complained,0.0,text
patient concerned,0.0,text
patient concomitant,0.0,text
patient concurrent,0.0,text
patient covid,0.0,text
patient days,0.0,text
assessments concomitant,0.0,text
pain headache,0.0,text
pain fever,0.0,text
patient past,0.0,text
old covid,0.0,text
oct recovered,0.0,text
authority,0.0,text
ocular,0.0,text
odd,0.0,text
offered,0.0,text
authorities ethics,0.0,text
office clinic,0.0,text
office patient,0.0,text
office therapeutic,0.0,text
authorities,0.0,text
aug recovered,0.0,text
aug patient,0.0,text
old,0.0,text
aug dose,0.0,text
oct dose,0.0,text
old male,0.0,text
old patient,0.0,text
older,0.0,text
omeprazole,0.0,text
omi,0.0,text
omi ba,0.0,text
omi xbb,0.0,text
omicron,0.0,text
omicron ba,0.0,text
omission,0.0,text
omission issue,0.0,text
aug,0.0,text
ongoing concomitant,0.0,text
oct patient,0.0,text
oct described,0.0,text
pain felt,0.0,text
aware,0.0,text
nursing,0.0,text
nursing home,0.0,text
obesity,0.0,text
observation,0.0,text
observation area,0.0,text
awful,0.0,text
observed,0.0,text
obstructive,0.0,text
away days,0.0,text
obtained information,0.0,text
occasional,0.0,text
occasionally,0.0,text
occur,0.0,text
occurred approximately,0.0,text
authority license,0.0,text
awake,0.0,text
occurred days,0.0,text
available date,0.0,text
occurrence additional,0.0,text
autoimmune,0.0,text
occurrence expired,0.0,text
occurrence inappropriate,0.0,text
occurrence pain,0.0,text
occurrence product,0.0,text
occurrence pyrexia,0.0,text
occurrence rash,0.0,text
occurrence vaccination,0.0,text
occurring,0.0,text
ongoing date,0.0,text
ongoing known,0.0,text
ongoing notes,0.0,text
atrial fibrillation,0.0,text
otc,0.0,text
outbreak,0.0,text
outcomes,0.0,text
outpatient,0.0,text
outside,0.0,text
overall,0.0,text
overdose,0.0,text
overnight,0.0,text
ox,0.0,text
attempted,0.0,text
oxygen saturation,0.0,text
pacemaker,0.0,text
attacks,0.0,text
atrial,0.0,text
ongoing patient,0.0,text
atorvastatin,0.0,text
pain aches,0.0,text
pain arm,0.0,text
pain body,0.0,text
pain chest,0.0,text
pain chills,0.0,text
pain consumer,0.0,text
pain contactable,0.0,text
pain day,0.0,text
pain days,0.0,text
pain extremity,0.0,text
pain fatigue,0.0,text
pain feeling,0.0,text
osteoporosis,0.0,text
oropharyngeal pain,0.0,text
original omicron,0.0,text
original,0.0,text
ongoing possible,0.0,text
online,0.0,text
attention,0.0,text
onset apr,0.0,text
onset aug,0.0,text
onset date,0.0,text
onset dec,0.0,text
onset described,0.0,text
onset events,0.0,text
onset feb,0.0,text
onset jan,0.0,text
onset jul,0.0,text
onset jun,0.0,text
onset mar,0.0,text
onset nov,0.0,text
onset oct,0.0,text
onset recovered,0.0,text
onset sep,0.0,text
onset symptoms,0.0,text
open,0.0,text
opened,0.0,text
opposite,0.0,text
orally,0.0,text
orange,0.0,text
order,0.0,text
attempts needed,0.0,text
oriented,0.0,text
patient mother,0.0,text
patient patient,0.0,text
progressed,0.0,text
prescribed paxlovid,0.0,text
potentially associated,0.0,text
pounding,0.0,text
pounds,0.0,text
pre-existing,0.0,text
pre-existing medical,0.0,text
arm mar,0.0,text
prednisone mg,0.0,text
pregnancy,0.0,text
pregnant,0.0,text
pregnant female,0.0,text
pregnant received,0.0,text
pregnant time,0.0,text
arm little,0.0,text
arm itchy,0.0,text
potential,0.0,text
arm injection,0.0,text
presentation,0.0,text
presented,0.0,text
presenting,0.0,text
arm hurts,0.0,text
arm hurting,0.0,text
pressure chest,0.0,text
pressure heart,0.0,text
pressure high,0.0,text
pressure increased,0.0,text
pressure measurement,0.0,text
pressure medication,0.0,text
pressure unspecified,0.0,text
arm neck,0.0,text
potassium,0.0,text
pm patient,0.0,text
positive patient,0.0,text
