CLUSTER,proportion
0.0,0.07686510374742633
1.0,0.052042761336433076
2.0,0.12006292988216871
3.0,0.20150018474923823
4.0,0.05519030218276253
5.0,0.055931392611495906
6.0,0.03529914198894854
7.0,0.08862311050725966
8.0,0.07096045528911424
9.0,0.0215680342995073
10.0,0.05462506372016928
11.0,0.02650445020615503
12.0,0.06540541728729501
13.0,0.0566107255045015
14.0,0.018810926687524664
