feature,importance,feature_type
nausea vomiting,7.617446495265136e-05,text
paralysis,7.60700324908592e-05,text
sat,7.597674549223535e-05,text
tender,7.586382487966113e-05,text
nauseavomiting,7.557443057512738e-05,text
identified review,7.554554648710379e-05,text
dr,7.553385592442927e-05,text
immediately,7.53603962560734e-05,text
information batch,7.527632065517176e-05,text
follow-up information,7.509487784180497e-05,text
number expiry,7.49939042992434e-05,text
cat__STATE_TX,7.468176448803399e-05,structured
age sex,7.447046169894214e-05,text
information patient,7.446817912256774e-05,text
times,7.439977053995807e-05,text
dry,7.429335801081147e-05,text
meds,7.426930259067328e-05,text
ae,7.419858893567494e-05,text
kidney,7.366704867348531e-05,text
severe headache,7.363086543526312e-05,text
cat__STATE_MO,7.359707524264125e-05,structured
binary__HISTORY__mental_health,7.343509913437304e-05,structured
medicine,7.318160799604637e-05,text
number el,7.308642248026186e-05,text
office therapeutic,7.294703399508645e-05,text
pyrexia,7.291547443761675e-05,text
dose patient,7.267349937659903e-05,text
response events,7.2648824444029e-05,text
signs,7.255031494583542e-05,text
data adverse,7.25122427664139e-05,text
muscle pain,7.247835767022062e-05,text
hydrochloride,7.192716066326655e-05,text
requested sender,7.18904202236672e-05,text
administration date,7.182917483141114e-05,text
episode,7.181552681506818e-05,text
days later,7.1795162984231e-05,text
vertigo,7.176485886708704e-05,text
effect,7.160564256436535e-05,text
pains,7.156526880731011e-05,text
resolved time,7.131100619783506e-05,text
dyspnoea,7.124348410046574e-05,text
sensation,7.11799795306722e-05,text
weak,7.117146966028645e-05,text
frequency,7.108378423326261e-05,text
medications vaccination,7.095566038543095e-05,text
mixed series,7.083784335408192e-05,text
described covid,7.082134358026221e-05,text
ba,7.078644499305831e-05,text
patient concomitant,7.077240623090874e-05,text
jul,7.05572141714844e-05,text
relevant laboratory,7.053288605435724e-05,text
formulation,7.003269841257975e-05,text
bleeding,7.003240989341325e-05,text
severe pain,7.002009264945972e-05,text
diameter,6.978085659012508e-05,text
healthy,6.970492616832179e-05,text
recovered described,6.957159679007239e-05,text
intramuscular reporter,6.953357864705909e-05,text
immunisation medical,6.94026870204387e-05,text
binary__OTHER_MEDS__thyroid_meds,6.923914598872234e-05,structured
received non-contactable,6.916978751550458e-05,text
expiry date,6.905569824785558e-05,text
events patient,6.90048104985637e-05,text
moderna vaccine,6.899743997599438e-05,text
observed,6.89728914224301e-05,text
patient started,6.881413453249064e-05,text
confusion,6.877203863472858e-05,text
mod patient,6.863223560819977e-05,text
administered left,6.845265986316305e-05,text
extremely,6.821939432254065e-05,text
abnormal,6.821625907350447e-05,text
information incorporated,6.817700130568746e-05,text
appeared,6.808577582196621e-05,text
cardiologist,6.796098771922804e-05,text
person,6.791056330619355e-05,text
allow,6.780429566758318e-05,text
oct,6.759017599047435e-05,text
floor,6.748765515749523e-05,text
eyes,6.748634805025215e-05,text
anxiety,6.747978549943497e-05,text
patient covid,6.722166345670865e-05,text
provider,6.716047620301891e-05,text
monitored,6.703980407595348e-05,text
acid,6.700136157050207e-05,text
monday,6.698038738932437e-05,text
non-pregnant,6.693870312513395e-05,text
vaccination concomitant,6.672915874364845e-05,text
returned,6.669736115160362e-05,text
number covid,6.654565341372084e-05,text
inflammation,6.638946775027061e-05,text
profile,6.637862189803888e-05,text
fingers,6.631164318361071e-05,text
unexpected non,6.616837981987375e-05,text
atrial fibrillation,6.602750673889848e-05,text
oral,6.593300646559655e-05,text
discomfort,6.592446693077847e-05,text
sinus,6.587329200506346e-05,text
vein,6.581905336234838e-05,text
occurrence covid,6.571013775986167e-05,text
deltoid,6.570698008617743e-05,text
followed,6.566393171218918e-05,text
media,6.557347194166181e-05,text
lasted hours,6.556896364878949e-05,text
pain injection,6.551171067190033e-05,text
omi,6.53631879061386e-05,text
vaccine date,6.512017931829356e-05,text
migraine,6.50929384171268e-05,text
gait,6.503466785967308e-05,text
location,6.502920157496309e-05,text
article,6.494871612527933e-05,text
recent follow-up,6.493668607080506e-05,text
inability,6.487349752158559e-05,text
received treatment,6.479852775416304e-05,text
caller,6.478613826739773e-05,text
cleared,6.460966921007596e-05,text
april,6.460047377292643e-05,text
referred,6.458851993115237e-05,text
ongoing notes,6.450882860427752e-05,text
currently,6.450256514953878e-05,text
binary__HISTORY__cancer_immunocompromised,6.436963692602617e-05,structured
specifically,6.414437664856238e-05,text
linked us-modernatx,6.407402297547273e-05,text
response promptly,6.407203043064694e-05,text
extreme fatigue,6.396544179389029e-05,text
cat__STATE_NJ,6.394683710462664e-05,structured
pen,6.382057971777266e-05,text
sep,6.36520614121046e-05,text
initially,6.33369278319826e-05,text
product use,6.332923572580235e-05,text
previously received,6.328379185219141e-05,text
dose unspecified,6.32764654083762e-05,text
fainting,6.325498397461767e-05,text
result drug,6.319098068494986e-05,text
type,6.309500443067022e-05,text
stayed,6.308953464926112e-05,text
gotten,6.304644185907306e-05,text
informed,6.28339780860513e-05,text
shaking,6.282148120009553e-05,text
investigators appropriate,6.282108013090275e-05,text
minutes vaccine,6.27870908046105e-05,text
start stop,6.276346260387462e-05,text
resolved diagnostic,6.275505819288873e-05,text
information team,6.275063533296558e-05,text
patient vaccinated,6.274112108148773e-05,text
magnetic resonance,6.270134796390069e-05,text
included body,6.262094191313456e-05,text
heart palpitations,6.261060225120718e-05,text
event different,6.244668975729606e-05,text
life,6.239843484775344e-05,text
long,6.23006242251445e-05,text
grade,6.227738382803561e-05,text
denied,6.225632896439493e-05,text
subject,6.223536385653273e-05,text
hard,6.219419760328749e-05,text
pna,6.219039908769145e-05,text
diabetes,6.202066821686039e-05,text
cat__STATE_MN,6.199996781047128e-05,structured
pcp,6.199955715398301e-05,text
section,6.196066385039426e-05,text
come,6.187090595011419e-05,text
blood test,6.18281060052544e-05,text
treatment received,6.169181881734021e-05,text
intravenous,6.168526135700992e-05,text
patient link,6.156532696909623e-05,text
blood work,6.140547037185612e-05,text
cad,6.128433591928043e-05,text
tested post,6.113115088209445e-05,text
covid arm,6.104178728670871e-05,text
number en,6.100185858201223e-05,text
applicable patient,6.093083427686606e-05,text
min,6.088274996152222e-05,text
time follow-up,6.0802522327706686e-05,text
illness,6.077534490198785e-05,text
stomach,6.073761696751646e-05,text
route milliliter,6.0734174448062744e-05,text
events safety,6.053219842805354e-05,text
slept,6.052161965037553e-05,text
high fever,6.047436244368094e-05,text
checked,6.040841350430397e-05,text
cat__YEAR_2024,6.0265713701933185e-05,structured
flare,6.0193618785858386e-05,text
sweating,6.014750408750588e-05,text
knee,6.004744864643618e-05,text
asthma,6.0034463454373845e-05,text
determined,5.977547786384747e-05,text
clinic patient,5.9571848382822425e-05,text
submitted,5.956227836316812e-05,text
complaint,5.9524546534858414e-05,text
dates,5.9524535237957764e-05,text
event covid,5.930327897516115e-05,text
iv fluids,5.929399430438896e-05,text
concerning patient,5.922236212360663e-05,text
erythema,5.9216914715817424e-05,text
thigh,5.921467216328333e-05,text
wife,5.911240330021114e-05,text
provided reporter,5.9041469333036105e-05,text
expired vaccine,5.903003541506631e-05,text
cat__STATE_MA,5.9016181220741794e-05,structured
arm right,5.8959195560127346e-05,text
available appropriate,5.8858406667766917e-05,text
anaphylaxis,5.881120793722916e-05,text
resonance,5.8634002130619264e-05,text
events included,5.839309404797559e-05,text
inch,5.806506085280733e-05,text
way,5.80269593180935e-05,text
friend,5.798649197224604e-05,text
constant,5.798497146622936e-05,text
pfizer vaccine,5.7883139787248754e-05,text
warm touch,5.783768457940374e-05,text
occurred approximately,5.78290856100124e-05,text
june,5.781974399614496e-05,text
history provided,5.780835142314411e-05,text
pcr,5.780564748547944e-05,text
worsened,5.778915575824292e-05,text
occurred days,5.776855964708002e-05,text
events events,5.769214133483512e-05,text
couple,5.7525358684259176e-05,text
resolve,5.741602830740539e-05,text
hrs,5.7367996948920155e-05,text
adverse reactions,5.735511105537194e-05,text
incorporated,5.728931596152861e-05,text
patient patient,5.717576074601562e-05,text
complete,5.705322822764804e-05,text
shortly,5.704795145885129e-05,text
taste smell,5.7043171910002756e-05,text
scheduled,5.7037152049883605e-05,text
low grade,5.679731775904175e-05,text
zinc,5.668183226734277e-05,text
atrial,5.666764344741637e-05,text
result vaccination,5.662535074055725e-05,text
hit,5.659038725261894e-05,text
helped,5.646552535274572e-05,text
cat__STATE_VA,5.642839401744623e-05,structured
control,5.641269817182217e-05,text
causality assessment,5.6361746123242154e-05,text
cdc,5.6325564371939e-05,text
sinus infection,5.6214698760969274e-05,text
date mar,5.613464933243149e-05,text
vitamin,5.613217030946515e-05,text
form jan,5.601594233006451e-05,text
unclear,5.5903175471654625e-05,text
swallowing,5.5781708274119625e-05,text
cat__STATE_PA,5.573784827460906e-05,structured
physical therapy,5.559595049016397e-05,text
don,5.556050488874182e-05,text
event provided,5.555744287545928e-05,text
dehydration,5.554676450762053e-05,text
fell,5.541246094156584e-05,text
breakthrough covid,5.541169306634321e-05,text
team,5.534708209832716e-05,text
range,5.534085058633742e-05,text
ringing,5.5335426475769865e-05,text
non-company,5.5275450143998e-05,text
unspecified indication,5.517902371214506e-05,text
lip,5.517299389572232e-05,text
staff,5.514973769911511e-05,text
friday,5.510130443114917e-05,text
food,5.5076617630550666e-05,text
form apr,5.5018719770298824e-05,text
patient known,5.498996556808059e-05,text
race,5.4967707041370185e-05,text
virus,5.483611712554492e-05,text
trying,5.48117314277804e-05,text
patient took,5.464785152257986e-05,text
weeks patient,5.4556490440536765e-05,text
arm pain,5.4488003579127585e-05,text
mins,5.4326056275674145e-05,text
positive positive,5.432410096923e-05,text
paracetamol,5.430874870416398e-05,text
joints,5.426665143097394e-05,text
shots,5.419485409223967e-05,text
symptoms started,5.4154716969501154e-05,text
following covid,5.4146203034559014e-05,text
drive,5.408037749466771e-05,text
different patient,5.403198723896414e-05,text
cramping,5.401292149120411e-05,text
present,5.399111168070852e-05,text
covid tested,5.396591066845047e-05,text
light,5.3919640418357874e-05,text
chills fever,5.389249253794603e-05,text
short breath,5.3867385014596727e-05,text
unspecified dose,5.379546161269749e-05,text
card,5.376273793318022e-05,text
recurrence,5.3684563847310174e-05,text
information available,5.3596585566797626e-05,text
years-old single,5.351542702888891e-05,text
trouble,5.349765408432327e-05,text
vaccine received,5.331423816978463e-05,text
receive second,5.3288694790250915e-05,text
binary__HISTORY__endocrine_thyroid,5.313788920084909e-05,structured
patient years-old,5.3090174585311263e-05,text
planned doses,5.304668881201653e-05,text
albuterol,5.299022218081379e-05,text
went bed,5.297206064750203e-05,text
patient complained,5.295400697417613e-05,text
arm sore,5.291458870826022e-05,text
loss consciousness,5.289914431144509e-05,text
expected sender,5.285876160769079e-05,text
hurt,5.2857307483276077e-05,text
received pfizer,5.271989412279493e-05,text
vaccine formulation,5.271246256620322e-05,text
detailed medical,5.269851103964411e-05,text
eat,5.262204816057112e-05,text
initial,5.2547426666602084e-05,text
diphenhydramine hydrochloride,5.245247193806823e-05,text
aspirin,5.245246453221874e-05,text
yo,5.23892447292541e-05,text
years left,5.235158820737532e-05,text
clear,5.2312238606971194e-05,text
drug event,5.22862800698716e-05,text
bp hr,5.1996271843845484e-05,text
menstrual cycle,5.192466122086331e-05,text
monitoring,5.190129068384348e-05,text
weeks vaccination,5.1867166880685225e-05,text
ethics committees,5.178541616927737e-05,text
kind,5.1739637717681614e-05,text
prophylaxis covid,5.1729977553715085e-05,text
dose frequency,5.172840298827787e-05,text
cat__STATE_IL,5.1727627590099966e-05,structured
experience,5.171260559701475e-05,text
grade fever,5.171258990016368e-05,text
accident,5.169067877882779e-05,text
ischemic,5.155339294023867e-05,text
history patient,5.139167375573977e-05,text
cat__YEAR_2020,5.138087966704568e-05,structured
make,5.1278546686371796e-05,text
care provider,5.126756239179958e-05,text
left apr,5.12261500245218e-05,text
poor,5.1139197207099046e-05,text
considered adverse,5.1123161341537906e-05,text
updated,5.112159501806274e-05,text
swelled,5.1112241424957365e-05,text
pretty,5.101975992472686e-05,text
tiredness,5.090230323522942e-05,text
racing,5.0877443860215856e-05,text
added,5.08010929980038e-05,text
included bnt,5.0669813838594517e-05,text
took benadryl,5.062616583009732e-05,text
fever body,5.0529444277315387e-05,text
spread,5.0522035128437385e-05,text
place,5.0520689808718214e-05,text
cat__STATE_WA,5.0460935313744086e-05,structured
included treatment,5.041072218441829e-05,text
cat__STATE_OH,5.0408894196553157e-05,structured
closing,5.034378278827304e-05,text
size,5.034242160790988e-05,text
itchiness,5.027499367599826e-05,text
date dose,5.026688322349762e-05,text
symptoms resolved,5.0227103161956264e-05,text
vital signs,5.022606438218541e-05,text
vaers,5.010486694198778e-05,text
cerebrovascular accident,5.010068114445933e-05,text
medications reporter,5.009476445266022e-05,text
nov,4.992691447669386e-05,text
march,4.992523755895539e-05,text
social,4.9763649266187056e-05,text
ice pack,4.9671312262039664e-05,text
infarction,4.9668334317880535e-05,text
walking,4.9660569873025636e-05,text
years-old female,4.9644053100718844e-05,text
extremity,4.956072220199266e-05,text
mentioned,4.9558462984603484e-05,text
pfizer lot,4.952894777069617e-05,text
urine,4.951423863320871e-05,text
mg benadryl,4.9487405415295325e-05,text
bud,4.9482331183486415e-05,text
cat__STATE_GA,4.9482171166798994e-05,structured
pain left,4.944387508059458e-05,text
continue,4.9410218452175094e-05,text
pack,4.935491633809731e-05,text
sponsored program,4.928349255446834e-05,text
positive notes,4.907596693929744e-05,text
binary__HISTORY__musculoskeletal,4.906081195457098e-05,structured
foot,4.898096315313214e-05,text
result events,4.895440643932579e-05,text
ongoing concomitant,4.891489860694438e-05,text
im,4.88075867753172e-05,text
feeling abnormal,4.8701076759239176e-05,text
consistent,4.8682531750551936e-05,text
omeprazole,4.8648065751037304e-05,text
did allow,4.849936316637396e-05,text
itch,4.8469978516438504e-05,text
systemic dizziness,4.844537330956293e-05,text
clinical events,4.82868903304129e-05,text
minutes receiving,4.8275241772105396e-05,text
immunisation relevant,4.8261406391973395e-05,text
cerebrovascular,4.790005211514716e-05,text
non-contactable consumer,4.782007137743913e-05,text
approximately minutes,4.761635849993385e-05,text
measurement,4.761122520514314e-05,text
symptoms lasted,4.75721703777229e-05,text
ice,4.756076044184023e-05,text
booster shot,4.7539752164628325e-05,text
pregnant received,4.7393717674460216e-05,text
patient concerned,4.734978274095721e-05,text
day patient,4.7314415080731134e-05,text
allow contact,4.7271748529296694e-05,text
provided patient,4.72209622519724e-05,text
sure,4.715854454280328e-05,text
sunday,4.7130295434189e-05,text
declined,4.712431792406066e-05,text
pain chest,4.710675122064791e-05,text
started having,4.708957235379442e-05,text
jan single,4.7064690905211334e-05,text
headache nausea,4.703891226845155e-05,text
suggestive temporal,4.700950383398038e-05,text
medications treatment,4.699006815133897e-05,text
factors likely,4.693959484708646e-05,text
store,4.686019184675033e-05,text
previously took,4.6840104496869266e-05,text
chair,4.676549366884511e-05,text
syncope,4.668939612056222e-05,text
apr pm,4.6684288803518666e-05,text
breast,4.668185271498527e-05,text
wasn,4.6675985412513635e-05,text
co-suspect product,4.661810121498466e-05,text
mrna experienced,4.660776963328292e-05,text
zyrtec,4.6591177592130924e-05,text
reaction patient,4.656655675961505e-05,text
appendicitis,4.645089134616093e-05,text
binary__HISTORY__neurologic,4.638171418379194e-05,structured
attention,4.6206043164733226e-05,text
administration unspecified,4.6194206933305674e-05,text
binary__OTHER_MEDS__psych_meds,4.613656274076365e-05,structured
friends,4.6129228010655975e-05,text
benadryl diphenhydramine,4.61210508415753e-05,text
binary__MULTI_MANUFACTURER,4.6116632486310454e-05,structured
mar age,4.6085055626779e-05,text
remained,4.605747347104716e-05,text
concomitant product,4.5926754232888954e-05,text
tried,4.591371961696343e-05,text
treatment events,4.585234636385916e-05,text
especially,4.584976739784133e-05,text
receiving second,4.579786912273229e-05,text
adalimumab humira,4.5793510456637856e-05,text
seeing,4.5758408927559794e-05,text
vital,4.5652887369490885e-05,text
sitting,4.5646308950443844e-05,text
breathe,4.555919334427405e-05,text
level,4.546083400501428e-05,text
binary__OTHER_MEDS__anticoagulant,4.530478980006219e-05,structured
medications unspecified,4.528518631607031e-05,text
bpm,4.527709628275165e-05,text
resonance imaging,4.5232606149897246e-05,text
identified,4.5225650435866905e-05,text
included adverse,4.521399814936776e-05,text
additional details,4.519486679804261e-05,text
lightheadedness,4.519463807532587e-05,text
height weight,4.514948745494753e-05,text
treatment included,4.5127156625348016e-05,text
headache chills,4.509183064894483e-05,text
date event,4.496213230033798e-05,text
eua,4.4866329936293144e-05,text
half,4.476989934679466e-05,text
turned,4.473578468495085e-05,text
included blood,4.47260094979919e-05,text
upper lip,4.4695897948055584e-05,text
vaccination covid,4.4671150019023564e-05,text
february,4.4649034390412514e-05,text
fever cough,4.4643506743363504e-05,text
time covid,4.445149859629961e-05,text
beat,4.4400264948348913e-05,text
fainted,4.437014817790298e-05,text
date adverse,4.433837928472412e-05,text
mar received,4.433304776746713e-05,text
rheumatoid,4.4323191679778416e-05,text
january,4.42820701473128e-05,text
headed,4.427972005465278e-05,text
pfizer dose,4.425537227014519e-05,text
prescription,4.425374527201931e-05,text
section therapeutic,4.419701749930334e-05,text
covid received,4.411251246475839e-05,text
subcutaneous,4.409507475650775e-05,text
old covid,4.407482967163019e-05,text
improvement,4.4047487856982615e-05,text
moved,4.4043334049831604e-05,text
medical attention,4.3971823847253034e-05,text
hydrochloride benadryl,4.3938709070996395e-05,text
cat__STATE_TN,4.387884351708708e-05,structured
persistent,4.3852504707713136e-05,text
recovered events,4.384020915320111e-05,text
twice,4.3695420680697086e-05,text
unspecified included,4.3686265750450686e-05,text
quality,4.367326561397633e-05,text
year-old covid,4.359893476305367e-05,text
form mar,4.353796508935084e-05,text
second shot,4.3454863035620285e-05,text
things,4.3453951698117325e-05,text
check,4.342450325726964e-05,text
reporter stated,4.3418529597184076e-05,text
heart failure,4.329412811060201e-05,text
activity,4.329389567717878e-05,text
historical vaccine,4.3273547068132e-05,text
lasted weeks,4.32541609598122e-05,text
formulation solution,4.322836330645415e-05,text
binary__PRIOR_VAX__other,4.322647016172746e-05,structured
torso,4.3173021779637726e-05,text
approved,4.314156874653872e-05,text
myalgias,4.30700567202262e-05,text
think,4.30526676777575e-05,text
experienced headache,4.297896327291211e-05,text
abdomen,4.292799729043091e-05,text
binary__ALLERGIES__anaphylaxis_history,4.288267892041209e-05,structured
muscles,4.287575933284751e-05,text
suspected,4.284304688659319e-05,text
levels,4.28348436630739e-05,text
occurrence vaccination,4.282416945008067e-05,text
prophylaxis medical,4.281312964981388e-05,text
ve,4.279394286241167e-05,text
arm mar,4.2789298749913466e-05,text
feels like,4.2758594745110426e-05,text
consumer year-old,4.269101974795701e-05,text
slowly,4.2683449493292506e-05,text
vaccination batch,4.2457293979317815e-05,text
days receiving,4.244803809292839e-05,text
episodes,4.2406333173792354e-05,text
non-pregnant female,4.240489719168533e-05,text
binary__HISTORY__gastrointestinal,4.239754279176977e-05,structured
progressed,4.234340174349497e-05,text
patient got,4.23266932690485e-05,text
chest pains,4.2307545909985104e-05,text
laboratory data,4.224175348573297e-05,text
times day,4.221289144197721e-05,text
notes,4.210527143739606e-05,text
intense,4.210502669104715e-05,text
hypersensitivity,4.2066039149786074e-05,text
memory,4.205682983260197e-05,text
attempts completed,4.2011963696118594e-05,text
causing,4.1980022016508985e-05,text
completely,4.197570508919984e-05,text
specialist,4.192292150866678e-05,text
maybe,4.19200454799156e-05,text
extremity non,4.1907453077253216e-05,text
want,4.184402333997714e-05,text
experienced pain,4.180369824465998e-05,text
malaise,4.179668238347124e-05,text
start therapy,4.179487017602398e-05,text
revaccination,4.177378631392404e-05,text
mrna affected,4.172534890759005e-05,text
us-pfizer reporter,4.172200810539848e-05,text
chills chills,4.1702045041814565e-05,text
binary__CUR_ILL__metabolic_endocrine,4.169036343712946e-05,structured
general,4.165436541113895e-05,text
myocardial,4.153218842620955e-05,text
usually,4.146371362057091e-05,text
weird,4.142370726545272e-05,text
test result,4.1383073003829415e-05,text
vaccine administration,4.1337491495205016e-05,text
fog,4.130212565587204e-05,text
pediatric,4.128637682951053e-05,text
emt,4.126877005322366e-05,text
post vaccine,4.125759520969505e-05,text
testing,4.1199374002450384e-05,text
prednisone mg,4.111325725854884e-05,text
relief,4.109633025118787e-05,text
achy,4.107783712743646e-05,text
early,4.097186497707634e-05,text
ongoing patient,4.09621899109897e-05,text
cat__STATE_NC,4.0958608517849984e-05,structured
trial,4.095409517103035e-05,text
echocardiogram,4.0872469245988946e-05,text
old male,4.0857078779760295e-05,text
problem,4.083222717514366e-05,text
gets,4.0810784154855595e-05,text
vaccinations,4.078584727984624e-05,text
jun patient,4.078315867074876e-05,text
expiry dose,4.076261031299648e-05,text
moderate,4.064976580423933e-05,text
sided,4.061315009520684e-05,text
unlikely,4.057838363852961e-05,text
looked,4.055320719225884e-05,text
binary__OTHER_MEDS__diabetes_meds,4.050485264433991e-05,structured
rd,4.041457817903653e-05,text
seizures,4.038046774400055e-05,text
left face,4.032863872789384e-05,text
days went,4.032676080203504e-05,text
biopsy,4.025556466319602e-05,text
bivalent moderna,4.024766277340176e-05,text
years ago,4.021828668678034e-05,text
allergies patient,4.006048627078183e-05,text
deep,4.00445177479292e-05,text
experienced events,4.000838101439579e-05,text
ordered,4.0001335788974987e-05,text
concurrent conditions,3.9929840332700563e-05,text
change,3.9883562521700137e-05,text
covid vaccines,3.985294135228119e-05,text
age patient,3.978891782265482e-05,text
test negative,3.974921958053524e-05,text
small,3.972121546323083e-05,text
inside,3.970964156389519e-05,text
throat swelling,3.9698037046923104e-05,text
concerned year,3.966970414021411e-05,text
covid shot,3.9661786055925075e-05,text
kept,3.9654575998422546e-05,text
approx,3.9643502634446915e-05,text
intramuscular mrna,3.9641393234665115e-05,text
swelling injection,3.9564833943062856e-05,text
center,3.953187601572513e-05,text
injections,3.949946351944793e-05,text
monitor,3.9483638420438945e-05,text
aesi,3.945080657560042e-05,text
submitted received,3.940975983071582e-05,text
provided action,3.9388452911939604e-05,text
asthenia,3.936437300947865e-05,text
asking,3.930316847869383e-05,text
ritonavir,3.927653864468548e-05,text
professional describes,3.925767705637005e-05,text
upper arm,3.922009690975957e-05,text
fluid,3.91524393400146e-05,text
broke,3.906462687675129e-05,text
sit,3.9034788856396824e-05,text
pregnancy,3.895759930134619e-05,text
id,3.895739808930974e-05,text
arm injection,3.8955332332124075e-05,text
diaphoretic,3.8883524562508096e-05,text
reaction vaccine,3.887172647621045e-05,text
receiving dose,3.8861461862445864e-05,text
concerning year-old,3.885556117663184e-05,text
clinical event,3.88232674031378e-05,text
hcl,3.880452482126541e-05,text
beginning,3.87828975309081e-05,text
count,3.878184973346927e-05,text
date follow-up,3.874776623510534e-05,text
pale,3.8745244037671265e-05,text
taken unspecified,3.872026035234438e-05,text
antibody,3.869149177843125e-05,text
pre-existing,3.8671755680485794e-05,text
frequency time,3.8665857054967445e-05,text
sodium,3.864601349458221e-05,text
return,3.864275986062168e-05,text
slurred,3.860582116763267e-05,text
details provided,3.853120892345681e-05,text
days injection,3.84675059940757e-05,text
comirnaty,3.840213608393851e-05,text
date ongoing,3.837518266218228e-05,text
bumps,3.835925386970191e-05,text
worked,3.8309490285378914e-05,text
unk,3.826129865029484e-05,text
covid event,3.8227632323910583e-05,text
vaccine mrna,3.816462195765175e-05,text
arm feb,3.815751386141898e-05,text
historical,3.8155892060395445e-05,text
stand,3.8149914943301525e-05,text
stated patient,3.801197778805296e-05,text
protect,3.798353516781679e-05,text
heat,3.793672488442571e-05,text
analysis aggregate,3.79280566839443e-05,text
days second,3.7903587976944523e-05,text
unexpected events,3.7898670438050476e-05,text
patient states,3.7859232412232e-05,text
sponsored,3.7845331448539026e-05,text
lips,3.783184215860761e-05,text
pt states,3.781114285336027e-05,text
age vaccination,3.780087334623737e-05,text
completed information,3.7797724335217576e-05,text
eliquis,3.7723560466907264e-05,text
spasms,3.765731009700023e-05,text
questions,3.760308259668451e-05,text
program id,3.75898544567867e-05,text
bnt omi,3.7530098047828674e-05,text
problems,3.748778221569858e-05,text
developing,3.7446174723520415e-05,text
events follow-up,3.7437256589430876e-05,text
cat,3.743319001311033e-05,text
platelet,3.742351724082536e-05,text
nr,3.737649784393778e-05,text
experienced non,3.737259836677233e-05,text
bump,3.7350256813110396e-05,text
prior vaccinations,3.734030481331189e-05,text
instead bivalent,3.7301106473873644e-05,text
po,3.72627073961486e-05,text
indication start,3.723523329500906e-05,text
tested negative,3.720870005001728e-05,text
instructed,3.718486149207776e-05,text
days patient,3.7183326202507185e-05,text
liver,3.708122063743635e-05,text
completion,3.705110824266891e-05,text
comirnaty formula,3.701024699811285e-05,text
hair,3.6984290357309726e-05,text
adult,3.694643240086562e-05,text
prior onset,3.69310623145189e-05,text
vaccine concomitant,3.690565854047559e-05,text
brain fog,3.683506801048e-05,text
pain pain,3.6803540758909954e-05,text
self,3.679310976504476e-05,text
schedule,3.6777054422298926e-05,text
sulfa,3.675982455540044e-05,text
inhaler,3.675294855516097e-05,text
talk,3.667730257559154e-05,text
nervous,3.666799373948233e-05,text
shock,3.6613781425619046e-05,text
seconds,3.659030359782224e-05,text
systemic fainting,3.658728890236408e-05,text
understanding,3.6583669001806906e-05,text
ruled,3.657412165387166e-05,text
information received,3.651313487484453e-05,text
vitamins,3.649109422890345e-05,text
cat__STATE_AZ,3.648716460539321e-05,structured
pm patient,3.64215947472731e-05,text
removed,3.6415376951195365e-05,text
medical information,3.6411225843567495e-05,text
resolving,3.635795142057174e-05,text
nr provided,3.621161693734881e-05,text
irregular,3.6152879289438714e-05,text
saturday,3.6147522911176576e-05,text
wanted know,3.6146448609638216e-05,text
hcp medical,3.59392288802155e-05,text
comments us-modernatx,3.593874128440876e-05,text
error mixed,3.5910977104129636e-05,text
provided received,3.586538260711417e-05,text
feeling hot,3.5835506374938384e-05,text
hypoaesthesia,3.571844732346929e-05,text
adverse effects,3.5694494356550576e-05,text
number vaccine,3.5644165641983995e-05,text
probably,3.563352322557581e-05,text
jul patient,3.562691705338672e-05,text
lightheaded,3.561676028201659e-05,text
date dec,3.5609689188954e-05,text
continuing,3.56078072153454e-05,text
mrna spikevax,3.559996458575667e-05,text
original,3.551800737892339e-05,text
epi pen,3.5477253994662636e-05,text
weeks later,3.5476597227312076e-05,text
member,3.546187811448702e-05,text
hx,3.545419323869456e-05,text
cat__YEAR_2025,3.5454051249979056e-05,structured
lack,3.539968313428977e-05,text
cat__STATE_OR,3.539938314695548e-05,structured
cat__STATE_MD,3.5393659102578205e-05,structured
patient height,3.5380387239813095e-05,text
contactable nurse,3.536479997965092e-05,text
voice,3.535090074967071e-05,text
wheezing,3.531027319461559e-05,text
asymptomatic,3.528950953884154e-05,text
lay,3.5256470482460665e-05,text
patient reports,3.52527691091486e-05,text
metoprolol,3.523007019201005e-05,text
zofran,3.518989313651368e-05,text
phone,3.512997582183541e-05,text
relevant history,3.5047022993462594e-05,text
swollen lymph,3.4921642898008985e-05,text
received weeks,3.4908515095189536e-05,text
possibly,3.490645391523317e-05,text
based information,3.484962226661152e-05,text
longer,3.4849489343735574e-05,text
care doctor,3.4847948986611495e-05,text
second vaccine,3.482290160679126e-05,text
days shot,3.48118199166577e-05,text
famotidine,3.477529071224335e-05,text
point,3.47668393619749e-05,text
headache body,3.475374050027686e-05,text
continues,3.4655674504625065e-05,text
end,3.455944139217994e-05,text
information vaccination,3.4541836934089523e-05,text
feb dose,3.454029906832264e-05,text
worst,3.452757230576931e-05,text
laying,3.448209564068109e-05,text
swelling face,3.443403888831729e-05,text
drugs,3.44146639535828e-05,text
temp,3.4355452233866876e-05,text
medications provided,3.435456926934844e-05,text
pain arm,3.4341434969639126e-05,text
apr dose,3.430448136115768e-05,text
sneezing,3.425779069901002e-05,text
periods,3.418315478796186e-05,text
doing,3.411438012733961e-05,text
response event,3.4089086571926885e-05,text
procedure,3.404957175692694e-05,text
